episode_steps,total_command_time,average_command_time,final_theta,final_theta_dot,final_cost
40,0.29989416700118454,0.0074973541750296135,0.7241174159388062,-0.21525568724376465,0.5289795331549726
80,0.4021077030338347,0.005026346287922934,6.207020182589073,0.3920348793517355,0.021170260866721424
120,0.6036639089870732,0.005030532574892277,6.293330544372888,0.36780258666022553,0.013630800113103629
160,0.8046036679807003,0.005028772924879377,6.2828058651246526,-0.17888451702167166,0.003200111019280726
200,1.006891212928167,0.005034456064640836,6.301313122957626,0.03179580323211766,0.00042971501520009477
