episode_steps,total_command_time,average_command_time,final_theta,final_theta_dot,final_cost
40,0.04065895501844352,0.0010164738754610881,1.4406878847565077,2.1762331851434324,2.5491806688961334
80,0.0531810789834708,0.000664763487293385,6.275439199314585,0.012026280159559428,7.446532850385792e-05
120,0.07882895795773948,0.0006569079829811623,6.28941933140549,0.017439333368208687,6.927609288190993e-05
160,0.10511862200655742,0.0006569913875409839,6.276458670184891,-0.04042695993633817,0.00020868155422783754
200,0.13100654595473316,0.0006550327297736658,6.28253060090301,0.004201451131597825,2.193859469708242e-06
