episode_steps,total_command_time,average_command_time,final_theta,final_theta_dot,final_cost
40,0.016679751919582486,0.0004169937979895622,0.7241174159388062,-0.21525568724376465,0.5289795331549726
80,0.027413916133809835,0.0003426739516726229,6.207020182589073,0.3920348793517355,0.021170260866721424
120,0.042006585747003555,0.0003500548812250296,6.293330544372888,0.36780258666022553,0.013630800113103629
160,0.05589851684635505,0.0003493657302897191,6.2828058651246526,-0.17888451702167166,0.003200111019280726
200,0.07010438275756314,0.0003505219137878157,6.301313122957626,0.03179580323211766,0.00042971501520009477
